	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	platform	protocol	source_name	tissue	output	id
212	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332788	GEO	public	sra	ncbi	SRX2989434	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	124	42	Danio rerio	ILLUMINA	2017-08-07	SRR5810882	SRS2341356	SRP111340	GSM2696301			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810882
213	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332787	GEO	public	sra	ncbi	SRX2989435	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	20	9	Danio rerio	ILLUMINA	2017-08-07	SRR5810883	SRS2341358	SRP111340	GSM2696302			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810883
214	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332786	GEO	public	sra	ncbi	SRX2989436	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	101	37	Danio rerio	ILLUMINA	2017-08-07	SRR5810884	SRS2341359	SRP111340	GSM2696303			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810884
215	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332705	GEO	public	sra	ncbi	SRX2989437	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	14	7	Danio rerio	ILLUMINA	2017-08-07	SRR5810885	SRS2341360	SRP111340	GSM2696304			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810885
216	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332704	GEO	public	sra	ncbi	SRX2989438	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	134	47	Danio rerio	ILLUMINA	2017-08-07	SRR5810886	SRS2341361	SRP111340	GSM2696305			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810886
217	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332703	GEO	public	sra	ncbi	SRX2989439	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	24	11	Danio rerio	ILLUMINA	2017-08-07	SRR5810887	SRS2341362	SRP111340	GSM2696306			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810887
218	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332785	GEO	public	sra	ncbi	SRX2989440	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	92	36	Danio rerio	ILLUMINA	2017-08-07	SRR5810888	SRS2341364	SRP111340	GSM2696307			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810888
219	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332784	GEO	public	sra	ncbi	SRX2989441	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	75	28	Danio rerio	ILLUMINA	2017-08-07	SRR5810889	SRS2341363	SRP111340	GSM2696308			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810889
220	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332707	GEO	public	sra	ncbi	SRX2989442	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	108	38	Danio rerio	ILLUMINA	2017-08-07	SRR5810890	SRS2341365	SRP111340	GSM2696309			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810890
221	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332706	GEO	public	sra	ncbi	SRX2989443	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	100	35	Danio rerio	ILLUMINA	2017-08-07	SRR5810891	SRS2341367	SRP111340	GSM2696310			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810891
222	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332702	GEO	public	sra	ncbi	SRX2989444	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	17	7	Danio rerio	ILLUMINA	2017-08-07	SRR5810892	SRS2341366	SRP111340	GSM2696311			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810892
223	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332701	GEO	public	sra	ncbi	SRX2989445	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	72	27	Danio rerio	ILLUMINA	2017-08-07	SRR5810893	SRS2341368	SRP111340	GSM2696312			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810893
224	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332700	GEO	public	sra	ncbi	SRX2989446	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	35	15	Danio rerio	ILLUMINA	2017-08-07	SRR5810894	SRS2341370	SRP111340	GSM2696313			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810894
225	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332699	GEO	public	sra	ncbi	SRX2989447	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	98	35	Danio rerio	ILLUMINA	2017-08-07	SRR5810895	SRS2341369	SRP111340	GSM2696314			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810895
226	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332698	GEO	public	sra	ncbi	SRX2989448	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	143	50	Danio rerio	ILLUMINA	2017-08-07	SRR5810896	SRS2341371	SRP111340	GSM2696315			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810896
227	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332697	GEO	public	sra	ncbi	SRX2989449	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	118	42	Danio rerio	ILLUMINA	2017-08-07	SRR5810897	SRS2341372	SRP111340	GSM2696316			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810897
228	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332696	GEO	public	sra	ncbi	SRX2989450	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	133	50	Danio rerio	ILLUMINA	2017-08-07	SRR5810898	SRS2341373	SRP111340	GSM2696317			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810898
229	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332695	GEO	public	sra	ncbi	SRX2989451	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	56	23	Danio rerio	ILLUMINA	2017-08-07	SRR5810899	SRS2341374	SRP111340	GSM2696318			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810899
230	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332694	GEO	public	sra	ncbi	SRX2989452	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	151	52	Danio rerio	ILLUMINA	2017-08-07	SRR5810900	SRS2341375	SRP111340	GSM2696319			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810900
231	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332693	GEO	public	sra	ncbi	SRX2989453	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	171	58	Danio rerio	ILLUMINA	2017-08-07	SRR5810901	SRS2341377	SRP111340	GSM2696320			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810901
232	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332692	GEO	public	sra	ncbi	SRX2989454	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	53	21	Danio rerio	ILLUMINA	2017-08-07	SRR5810902	SRS2341376	SRP111340	GSM2696321			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810902
233	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332691	GEO	public	sra	ncbi	SRX2989455	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	92	33	Danio rerio	ILLUMINA	2017-08-07	SRR5810903	SRS2341378	SRP111340	GSM2696322			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810903
234	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332690	GEO	public	sra	ncbi	SRX2989456	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	53	22	Danio rerio	ILLUMINA	2017-08-07	SRR5810904	SRS2341379	SRP111340	GSM2696323			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810904
235	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332689	GEO	public	sra	ncbi	SRX2989457	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	59	23	Danio rerio	ILLUMINA	2017-08-07	SRR5810905	SRS2341380	SRP111340	GSM2696324			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810905
236	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332688	GEO	public	sra	ncbi	SRX2989458	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	116	41	Danio rerio	ILLUMINA	2017-08-07	SRR5810906	SRS2341381	SRP111340	GSM2696325			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810906
237	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332687	GEO	public	sra	ncbi	SRX2989459	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	121	44	Danio rerio	ILLUMINA	2017-08-07	SRR5810907	SRS2341382	SRP111340	GSM2696326			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810907
238	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332686	GEO	public	sra	ncbi	SRX2989460	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	135	49	Danio rerio	ILLUMINA	2017-08-07	SRR5810908	SRS2341383	SRP111340	GSM2696327			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810908
239	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332685	GEO	public	sra	ncbi	SRX2989461	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	78	28	Danio rerio	ILLUMINA	2017-08-07	SRR5810909	SRS2341384	SRP111340	GSM2696328			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810909
240	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332684	GEO	public	sra	ncbi	SRX2989462	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	111	40	Danio rerio	ILLUMINA	2017-08-07	SRR5810910	SRS2341385	SRP111340	GSM2696329			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810910
241	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332683	GEO	public	sra	ncbi	SRX2989463	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	137	48	Danio rerio	ILLUMINA	2017-08-07	SRR5810911	SRS2341386	SRP111340	GSM2696330			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810911
242	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332682	GEO	public	sra	ncbi	SRX2989464	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	11	6	Danio rerio	ILLUMINA	2017-08-07	SRR5810912	SRS2341389	SRP111340	GSM2696331			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810912
243	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332681	GEO	public	sra	ncbi	SRX2989465	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	49	20	Danio rerio	ILLUMINA	2017-08-07	SRR5810913	SRS2341387	SRP111340	GSM2696332			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810913
244	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332680	GEO	public	sra	ncbi	SRX2989466	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	119	42	Danio rerio	ILLUMINA	2017-08-07	SRR5810914	SRS2341388	SRP111340	GSM2696333			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810914
245	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332679	GEO	public	sra	ncbi	SRX2989467	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	76	28	Danio rerio	ILLUMINA	2017-08-07	SRR5810915	SRS2341390	SRP111340	GSM2696334			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810915
246	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332678	GEO	public	sra	ncbi	SRX2989468	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	80	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810916	SRS2341391	SRP111340	GSM2696335			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810916
247	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332677	GEO	public	sra	ncbi	SRX2989469	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	126	44	Danio rerio	ILLUMINA	2017-08-07	SRR5810917	SRS2341393	SRP111340	GSM2696336			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810917
248	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332676	GEO	public	sra	ncbi	SRX2989470	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	65	25	Danio rerio	ILLUMINA	2017-08-07	SRR5810918	SRS2341392	SRP111340	GSM2696337			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810918
249	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332675	GEO	public	sra	ncbi	SRX2989471	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	36	14	Danio rerio	ILLUMINA	2017-08-07	SRR5810919	SRS2341394	SRP111340	GSM2696338			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810919
250	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332674	GEO	public	sra	ncbi	SRX2989472	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	83	29	Danio rerio	ILLUMINA	2017-08-07	SRR5810920	SRS2341395	SRP111340	GSM2696339			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810920
251	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332673	GEO	public	sra	ncbi	SRX2989473	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	106	39	Danio rerio	ILLUMINA	2017-08-07	SRR5810921	SRS2341398	SRP111340	GSM2696340			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810921
252	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332672	GEO	public	sra	ncbi	SRX2989474	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	76	28	Danio rerio	ILLUMINA	2017-08-07	SRR5810922	SRS2341396	SRP111340	GSM2696341			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810922
253	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332671	GEO	public	sra	ncbi	SRX2989475	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	5	3	Danio rerio	ILLUMINA	2017-08-07	SRR5810923	SRS2341399	SRP111340	GSM2696342			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810923
254	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332670	GEO	public	sra	ncbi	SRX2989476	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	17	8	Danio rerio	ILLUMINA	2017-08-07	SRR5810924	SRS2341397	SRP111340	GSM2696343			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810924
255	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332783	GEO	public	sra	ncbi	SRX2989477	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	111	41	Danio rerio	ILLUMINA	2017-08-07	SRR5810925	SRS2341400	SRP111340	GSM2696344			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810925
256	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332782	GEO	public	sra	ncbi	SRX2989478	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	60	23	Danio rerio	ILLUMINA	2017-08-07	SRR5810926	SRS2341401	SRP111340	GSM2696345			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810926
257	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332781	GEO	public	sra	ncbi	SRX2989479	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	91	34	Danio rerio	ILLUMINA	2017-08-07	SRR5810927	SRS2341402	SRP111340	GSM2696346			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810927
258	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332780	GEO	public	sra	ncbi	SRX2989480	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	45	19	Danio rerio	ILLUMINA	2017-08-07	SRR5810928	SRS2341403	SRP111340	GSM2696347			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810928
259	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332779	GEO	public	sra	ncbi	SRX2989481	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	61	24	Danio rerio	ILLUMINA	2017-08-07	SRR5810929	SRS2341404	SRP111340	GSM2696348			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810929
260	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332778	GEO	public	sra	ncbi	SRX2989482	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	105	41	Danio rerio	ILLUMINA	2017-08-07	SRR5810930	SRS2341406	SRP111340	GSM2696349			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810930
261	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332777	GEO	public	sra	ncbi	SRX2989483	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	76	30	Danio rerio	ILLUMINA	2017-08-07	SRR5810931	SRS2341405	SRP111340	GSM2696350			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810931
262	RNA-Seq	danRer7	102	PRJNA393430	SAMN07332807	GEO	public	sra	ncbi	SRX2989488	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-07	1308	634	Danio rerio	ILLUMINA	2017-08-07	SRR5810938	SRS2341411	SRP111341	GSM2696351			bulk RNA-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/bulk_rna-seq/whole_kidney_marrow_prjna393430/	danio_rerio_bulk_rna-seq_whole_kidney_marrow_srr5810938
263	RNA-Seq	danRer7	102	PRJNA393430	SAMN07332806	GEO	public	sra	ncbi	SRX2989489	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-07	1115	542	Danio rerio	ILLUMINA	2017-08-07	SRR5810939	SRS2341412	SRP111341	GSM2696352			bulk RNA-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/bulk_rna-seq/whole_kidney_marrow_prjna393430/	danio_rerio_bulk_rna-seq_whole_kidney_marrow_srr5810939
264	RNA-Seq	danRer7	102	PRJNA393430	SAMN07332805	GEO	public	sra	ncbi	SRX2989490	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-07	1165	576	Danio rerio	ILLUMINA	2017-08-07	SRR5810940	SRS2341413	SRP111341	GSM2696353			bulk RNA-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/bulk_rna-seq/whole_kidney_marrow_prjna393430/	danio_rerio_bulk_rna-seq_whole_kidney_marrow_srr5810940
265	RNA-Seq	danRer7	102	PRJNA393430	SAMN07332804	GEO	public	sra	ncbi	SRX2989491	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-07	1091	534	Danio rerio	ILLUMINA	2017-08-07	SRR5810941	SRS2341414	SRP111341	GSM2696354			bulk RNA-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/bulk_rna-seq/whole_kidney_marrow_prjna393430/	danio_rerio_bulk_rna-seq_whole_kidney_marrow_srr5810941
266	RNA-Seq	danRer7	102	PRJNA393430	SAMN07332803	GEO	public	sra	ncbi	SRX2989492	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-07	1235	609	Danio rerio	ILLUMINA	2017-08-07	SRR5810942	SRS2341415	SRP111341	GSM2696355			bulk RNA-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/bulk_rna-seq/whole_kidney_marrow_prjna393430/	danio_rerio_bulk_rna-seq_whole_kidney_marrow_srr5810942
