Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cd10	cd135	cd34	cd38	cd45ra	cd49f	cd7	cd90	facs_time	fsc_a	fsc_h	fsc_w	genotype	lin	platform	protocol	source_name	ssc_a	ssc_h	ssc_w	strain	tissue	Run_s
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332610	GEO	public	sra	ncbi	SRX2989290	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	71	28	Danio rerio	ILLUMINA	2017-08-07	SRR5810738	SRS2341213	SRP111340	GSM2696157																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810738
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332609	GEO	public	sra	ncbi	SRX2989291	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	30	13	Danio rerio	ILLUMINA	2017-08-07	SRR5810739	SRS2341214	SRP111340	GSM2696158																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810739
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332555	GEO	public	sra	ncbi	SRX2989292	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	95	40	Danio rerio	ILLUMINA	2017-08-07	SRR5810740	SRS2341215	SRP111340	GSM2696159																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810740
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332554	GEO	public	sra	ncbi	SRX2989293	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	9	6	Danio rerio	ILLUMINA	2017-08-07	SRR5810741	SRS2341216	SRP111340	GSM2696160																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810741
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332608	GEO	public	sra	ncbi	SRX2989294	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	55	22	Danio rerio	ILLUMINA	2017-08-07	SRR5810742	SRS2341217	SRP111340	GSM2696161																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810742
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332607	GEO	public	sra	ncbi	SRX2989295	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	14	7	Danio rerio	ILLUMINA	2017-08-07	SRR5810743	SRS2341218	SRP111340	GSM2696162																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810743
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332606	GEO	public	sra	ncbi	SRX2989296	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	81	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810744	SRS2341219	SRP111340	GSM2696163																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810744
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332605	GEO	public	sra	ncbi	SRX2989297	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	75	28	Danio rerio	ILLUMINA	2017-08-07	SRR5810745	SRS2341220	SRP111340	GSM2696164																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810745
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332604	GEO	public	sra	ncbi	SRX2989298	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	60	23	Danio rerio	ILLUMINA	2017-08-07	SRR5810746	SRS2341221	SRP111340	GSM2696165																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810746
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332603	GEO	public	sra	ncbi	SRX2989299	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	85	32	Danio rerio	ILLUMINA	2017-08-07	SRR5810747	SRS2341222	SRP111340	GSM2696166																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810747
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332602	GEO	public	sra	ncbi	SRX2989300	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	99	36	Danio rerio	ILLUMINA	2017-08-07	SRR5810748	SRS2341223	SRP111340	GSM2696167																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810748
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332601	GEO	public	sra	ncbi	SRX2989301	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	69	27	Danio rerio	ILLUMINA	2017-08-07	SRR5810749	SRS2341224	SRP111340	GSM2696168																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810749
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332600	GEO	public	sra	ncbi	SRX2989302	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	99	36	Danio rerio	ILLUMINA	2017-08-07	SRR5810750	SRS2341225	SRP111340	GSM2696169																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810750
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332599	GEO	public	sra	ncbi	SRX2989303	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	23	11	Danio rerio	ILLUMINA	2017-08-07	SRR5810751	SRS2341226	SRP111340	GSM2696170																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810751
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332598	GEO	public	sra	ncbi	SRX2989304	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	106	38	Danio rerio	ILLUMINA	2017-08-07	SRR5810752	SRS2341227	SRP111340	GSM2696171																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810752
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332597	GEO	public	sra	ncbi	SRX2989305	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	6	3	Danio rerio	ILLUMINA	2017-08-07	SRR5810753	SRS2341228	SRP111340	GSM2696172																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810753
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332596	GEO	public	sra	ncbi	SRX2989306	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	89	34	Danio rerio	ILLUMINA	2017-08-07	SRR5810754	SRS2341229	SRP111340	GSM2696173																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810754
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332595	GEO	public	sra	ncbi	SRX2989307	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	139	48	Danio rerio	ILLUMINA	2017-08-07	SRR5810755	SRS2341231	SRP111340	GSM2696174																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810755
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332594	GEO	public	sra	ncbi	SRX2989308	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	6	4	Danio rerio	ILLUMINA	2017-08-07	SRR5810756	SRS2341232	SRP111340	GSM2696175																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810756
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332593	GEO	public	sra	ncbi	SRX2989309	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	25	12	Danio rerio	ILLUMINA	2017-08-07	SRR5810757	SRS2341230	SRP111340	GSM2696176																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810757
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332592	GEO	public	sra	ncbi	SRX2989310	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	51	20	Danio rerio	ILLUMINA	2017-08-07	SRR5810758	SRS2341233	SRP111340	GSM2696177																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810758
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332591	GEO	public	sra	ncbi	SRX2989311	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	83	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810759	SRS2341234	SRP111340	GSM2696178																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810759
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332590	GEO	public	sra	ncbi	SRX2989312	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	17	8	Danio rerio	ILLUMINA	2017-08-07	SRR5810760	SRS2341235	SRP111340	GSM2696179																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810760
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332589	GEO	public	sra	ncbi	SRX2989313	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	90	33	Danio rerio	ILLUMINA	2017-08-07	SRR5810761	SRS2341237	SRP111340	GSM2696180																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810761
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332588	GEO	public	sra	ncbi	SRX2989314	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	35	15	Danio rerio	ILLUMINA	2017-08-07	SRR5810762	SRS2341236	SRP111340	GSM2696181																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810762
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332587	GEO	public	sra	ncbi	SRX2989315	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	85	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810763	SRS2341239	SRP111340	GSM2696182																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810763
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332586	GEO	public	sra	ncbi	SRX2989316	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	4	2	Danio rerio	ILLUMINA	2017-08-07	SRR5810764	SRS2341238	SRP111340	GSM2696183																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810764
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332585	GEO	public	sra	ncbi	SRX2989317	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	85	32	Danio rerio	ILLUMINA	2017-08-07	SRR5810765	SRS2341240	SRP111340	GSM2696184																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810765
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332584	GEO	public	sra	ncbi	SRX2989318	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	81	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810766	SRS2341241	SRP111340	GSM2696185																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810766
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332553	GEO	public	sra	ncbi	SRX2989319	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	197	67	Danio rerio	ILLUMINA	2017-08-07	SRR5810767	SRS2341242	SRP111340	GSM2696186																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810767
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332552	GEO	public	sra	ncbi	SRX2989320	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	141	53	Danio rerio	ILLUMINA	2017-08-07	SRR5810768	SRS2341245	SRP111340	GSM2696187																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810768
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332551	GEO	public	sra	ncbi	SRX2989321	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	198	69	Danio rerio	ILLUMINA	2017-08-07	SRR5810769	SRS2341243	SRP111340	GSM2696188																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810769
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332550	GEO	public	sra	ncbi	SRX2989322	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	180	65	Danio rerio	ILLUMINA	2017-08-07	SRR5810770	SRS2341244	SRP111340	GSM2696189																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810770
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332549	GEO	public	sra	ncbi	SRX2989323	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	160	61	Danio rerio	ILLUMINA	2017-08-07	SRR5810771	SRS2341247	SRP111340	GSM2696190																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810771
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332669	GEO	public	sra	ncbi	SRX2989324	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	167	57	Danio rerio	ILLUMINA	2017-08-07	SRR5810772	SRS2341246	SRP111340	GSM2696191																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810772
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332668	GEO	public	sra	ncbi	SRX2989325	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	142	51	Danio rerio	ILLUMINA	2017-08-07	SRR5810773	SRS2341248	SRP111340	GSM2696192																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810773
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332667	GEO	public	sra	ncbi	SRX2989326	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	179	61	Danio rerio	ILLUMINA	2017-08-07	SRR5810774	SRS2341249	SRP111340	GSM2696193																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810774
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332666	GEO	public	sra	ncbi	SRX2989327	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	98	34	Danio rerio	ILLUMINA	2017-08-07	SRR5810775	SRS2341250	SRP111340	GSM2696194																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810775
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332665	GEO	public	sra	ncbi	SRX2989328	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	217	77	Danio rerio	ILLUMINA	2017-08-07	SRR5810776	SRS2341252	SRP111340	GSM2696195																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810776
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332664	GEO	public	sra	ncbi	SRX2989329	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	108	38	Danio rerio	ILLUMINA	2017-08-07	SRR5810777	SRS2341251	SRP111340	GSM2696196																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810777
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332663	GEO	public	sra	ncbi	SRX2989330	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	212	71	Danio rerio	ILLUMINA	2017-08-07	SRR5810778	SRS2341253	SRP111340	GSM2696197																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810778
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332662	GEO	public	sra	ncbi	SRX2989331	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	100	41	Danio rerio	ILLUMINA	2017-08-07	SRR5810779	SRS2341254	SRP111340	GSM2696198																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810779
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332661	GEO	public	sra	ncbi	SRX2989332	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	154	61	Danio rerio	ILLUMINA	2017-08-07	SRR5810780	SRS2341255	SRP111340	GSM2696199																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810780
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332660	GEO	public	sra	ncbi	SRX2989333	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	62	25	Danio rerio	ILLUMINA	2017-08-07	SRR5810781	SRS2341256	SRP111340	GSM2696200																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810781
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332659	GEO	public	sra	ncbi	SRX2989334	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	86	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810782	SRS2341257	SRP111340	GSM2696201																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810782
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332658	GEO	public	sra	ncbi	SRX2989335	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	197	65	Danio rerio	ILLUMINA	2017-08-07	SRR5810783	SRS2341258	SRP111340	GSM2696202																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810783
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332657	GEO	public	sra	ncbi	SRX2989336	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	60	22	Danio rerio	ILLUMINA	2017-08-07	SRR5810784	SRS2341259	SRP111340	GSM2696203																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810784
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332656	GEO	public	sra	ncbi	SRX2989337	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	90	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810785	SRS2341260	SRP111340	GSM2696204																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810785
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332655	GEO	public	sra	ncbi	SRX2989338	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	204	76	Danio rerio	ILLUMINA	2017-08-07	SRR5810786	SRS2341264	SRP111340	GSM2696205																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810786
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332654	GEO	public	sra	ncbi	SRX2989339	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	112	40	Danio rerio	ILLUMINA	2017-08-07	SRR5810787	SRS2341261	SRP111340	GSM2696206																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810787
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332653	GEO	public	sra	ncbi	SRX2989340	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	188	68	Danio rerio	ILLUMINA	2017-08-07	SRR5810788	SRS2341262	SRP111340	GSM2696207																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810788
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332652	GEO	public	sra	ncbi	SRX2989341	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	62	22	Danio rerio	ILLUMINA	2017-08-07	SRR5810789	SRS2341263	SRP111340	GSM2696208																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810789
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332651	GEO	public	sra	ncbi	SRX2989342	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	98	38	Danio rerio	ILLUMINA	2017-08-07	SRR5810790	SRS2341265	SRP111340	GSM2696209																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810790
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332650	GEO	public	sra	ncbi	SRX2989343	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	266	88	Danio rerio	ILLUMINA	2017-08-07	SRR5810791	SRS2341266	SRP111340	GSM2696210																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810791
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332649	GEO	public	sra	ncbi	SRX2989344	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	141	48	Danio rerio	ILLUMINA	2017-08-07	SRR5810792	SRS2341267	SRP111340	GSM2696211																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810792
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332648	GEO	public	sra	ncbi	SRX2989345	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	224	76	Danio rerio	ILLUMINA	2017-08-07	SRR5810793	SRS2341268	SRP111340	GSM2696212																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810793
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332647	GEO	public	sra	ncbi	SRX2989346	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	80	29	Danio rerio	ILLUMINA	2017-08-07	SRR5810794	SRS2341269	SRP111340	GSM2696213																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810794
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332646	GEO	public	sra	ncbi	SRX2989347	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	8	4	Danio rerio	ILLUMINA	2017-08-07	SRR5810795	SRS2341270	SRP111340	GSM2696214																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810795
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332645	GEO	public	sra	ncbi	SRX2989348	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	37	13	Danio rerio	ILLUMINA	2017-08-07	SRR5810796	SRS2341271	SRP111340	GSM2696215																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810796
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332644	GEO	public	sra	ncbi	SRX2989349	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	199	65	Danio rerio	ILLUMINA	2017-08-07	SRR5810797	SRS2341272	SRP111340	GSM2696216																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810797
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332643	GEO	public	sra	ncbi	SRX2989350	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	74	27	Danio rerio	ILLUMINA	2017-08-07	SRR5810798	SRS2341273	SRP111340	GSM2696217																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810798
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332642	GEO	public	sra	ncbi	SRX2989351	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	41	17	Danio rerio	ILLUMINA	2017-08-07	SRR5810799	SRS2341274	SRP111340	GSM2696218																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810799
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332636	GEO	public	sra	ncbi	SRX2989352	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	94	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810800	SRS2341275	SRP111340	GSM2696219																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810800
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332635	GEO	public	sra	ncbi	SRX2989353	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	41	16	Danio rerio	ILLUMINA	2017-08-07	SRR5810801	SRS2341276	SRP111340	GSM2696220																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810801
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332641	GEO	public	sra	ncbi	SRX2989354	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	39	15	Danio rerio	ILLUMINA	2017-08-07	SRR5810802	SRS2341277	SRP111340	GSM2696221																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810802
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332640	GEO	public	sra	ncbi	SRX2989355	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	54	20	Danio rerio	ILLUMINA	2017-08-07	SRR5810803	SRS2341278	SRP111340	GSM2696222																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810803
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332639	GEO	public	sra	ncbi	SRX2989356	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	44	17	Danio rerio	ILLUMINA	2017-08-07	SRR5810804	SRS2341279	SRP111340	GSM2696223																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810804
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332638	GEO	public	sra	ncbi	SRX2989357	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	40	15	Danio rerio	ILLUMINA	2017-08-07	SRR5810805	SRS2341280	SRP111340	GSM2696224																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810805
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332637	GEO	public	sra	ncbi	SRX2989358	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	49	18	Danio rerio	ILLUMINA	2017-08-07	SRR5810806	SRS2341281	SRP111340	GSM2696225																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810806
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332634	GEO	public	sra	ncbi	SRX2989359	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	61	23	Danio rerio	ILLUMINA	2017-08-07	SRR5810807	SRS2341282	SRP111340	GSM2696226																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810807
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332633	GEO	public	sra	ncbi	SRX2989360	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	33	13	Danio rerio	ILLUMINA	2017-08-07	SRR5810808	SRS2341283	SRP111340	GSM2696227																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810808
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332632	GEO	public	sra	ncbi	SRX2989361	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	37	14	Danio rerio	ILLUMINA	2017-08-07	SRR5810809	SRS2341285	SRP111340	GSM2696228																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810809
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332631	GEO	public	sra	ncbi	SRX2989362	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	86	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810810	SRS2341284	SRP111340	GSM2696229																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810810
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332630	GEO	public	sra	ncbi	SRX2989363	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	30	12	Danio rerio	ILLUMINA	2017-08-07	SRR5810811	SRS2341287	SRP111340	GSM2696230																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810811
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332629	GEO	public	sra	ncbi	SRX2989364	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	60	23	Danio rerio	ILLUMINA	2017-08-07	SRR5810812	SRS2341286	SRP111340	GSM2696231																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810812
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332628	GEO	public	sra	ncbi	SRX2989365	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	63	22	Danio rerio	ILLUMINA	2017-08-07	SRR5810813	SRS2341288	SRP111340	GSM2696232																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810813
RNA-Seq	danRer7	75	PRJNA393431	SAMN07332627	GEO	public	sra	ncbi	SRX2989366	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	44	17	Danio rerio	ILLUMINA	2017-08-07	SRR5810814	SRS2341289	SRP111340	GSM2696233																	Smart-seq	whole kidney marrow					kidney marrow	SRR5810814
