Assay_Type	AvgSpotLen	BioProject	BioSample	DATASTORE_filetype	Experiment	LibrarySelection	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySource	Organism	Platform	ReleaseDate	source_name	tissue
ATAC-seq	152	PRJNA379613	SAMN06613460	sra unknown_contigs	SRX2649685	other	2017-03-17	37	12	SRR5353460	SRS2054876	SRP102089	GSM2540382	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613459	sra unknown_contigs	SRX2649686	other	2017-03-17	17	5	SRR5353461	SRS2054877	SRP102089	GSM2540383	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613461	sra	SRX2649684	other	2017-03-17	15	4	SRR5353459	SRS2054878	SRP102089	GSM2540381	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613457	sra unknown_contigs	SRX2649688	other	2017-03-17	28	9	SRR5353463	SRS2054879	SRP102089	GSM2540385	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613458	sra	SRX2649687	other	2017-03-17	1	0	SRR5353462	SRS2054880	SRP102089	GSM2540384	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613455	sra unknown_contigs	SRX2649690	other	2017-03-17	21	6	SRR5353465	SRS2054881	SRP102089	GSM2540387	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613456	sra	SRX2649689	other	2017-03-17	29	9	SRR5353464	SRS2054882	SRP102089	GSM2540386	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613453	sra unknown_contigs	SRX2649692	other	2017-03-17	13	4	SRR5353467	SRS2054883	SRP102089	GSM2540389	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613454	sra unknown_contigs	SRX2649691	other	2017-03-17	25	8	SRR5353466	SRS2054884	SRP102089	GSM2540388	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613452	sra unknown_contigs	SRX2649693	other	2017-03-17	27	9	SRR5353468	SRS2054885	SRP102089	GSM2540390	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613451	sra	SRX2649694	other	2017-03-17	14	3	SRR5353469	SRS2054886	SRP102089	GSM2540391	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613450	sra	SRX2649695	other	2017-03-17	96	33	SRR5353470	SRS2054887	SRP102089	GSM2540392	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613449	sra unknown_contigs	SRX2649696	other	2017-03-17	24	7	SRR5353471	SRS2054888	SRP102089	GSM2540393	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613448	sra unknown_contigs	SRX2649697	other	2017-03-17	20	6	SRR5353472	SRS2054889	SRP102089	GSM2540394	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613446	sra unknown_contigs	SRX2649699	other	2017-03-17	19	8	SRR5353474	SRS2054890	SRP102089	GSM2540396	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613447	sra unknown_contigs	SRX2649698	other	2017-03-17	32	14	SRR5353473	SRS2054891	SRP102089	GSM2540395	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613445	sra unknown_contigs	SRX2649700	other	2017-03-17	31	13	SRR5353475	SRS2054892	SRP102089	GSM2540397	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613444	sra unknown_contigs	SRX2649701	other	2017-03-17	16	7	SRR5353476	SRS2054893	SRP102089	GSM2540398	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613489	sra unknown_contigs	SRX2649702	other	2017-03-17	11	5	SRR5353477	SRS2054894	SRP102089	GSM2540399	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613488	sra unknown_contigs	SRX2649703	other	2017-03-17	36	17	SRR5353478	SRS2054895	SRP102089	GSM2540400	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613487	sra unknown_contigs	SRX2649704	other	2017-03-17	9	3	SRR5353479	SRS2054896	SRP102089	GSM2540401	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613485	sra unknown_contigs	SRX2649706	other	2017-03-17	36	15	SRR5353481	SRS2054897	SRP102089	GSM2540403	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613486	sra unknown_contigs	SRX2649705	other	2017-03-17	24	10	SRR5353480	SRS2054898	SRP102089	GSM2540402	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613484	sra	SRX2649707	other	2017-03-17	1	1	SRR5353482	SRS2054899	SRP102089	GSM2540404	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613482	sra unknown_contigs	SRX2649709	other	2017-03-17	23	9	SRR5353484	SRS2054900	SRP102089	GSM2540406	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613481	sra	SRX2649710	other	2017-03-17	0	0	SRR5353485	SRS2054901	SRP102089	GSM2540407	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613483	sra unknown_contigs	SRX2649708	other	2017-03-17	13	6	SRR5353483	SRS2054902	SRP102089	GSM2540405	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613480	sra	SRX2649711	other	2017-03-17	1	0	SRR5353486	SRS2054903	SRP102089	GSM2540408	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613478	sra	SRX2649713	other	2017-03-17	0	0	SRR5353488	SRS2054904	SRP102089	GSM2540410	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613477	sra	SRX2649714	other	2017-03-17	0	0	SRR5353489	SRS2054905	SRP102089	GSM2540411	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613476	sra	SRX2649715	other	2017-03-17	4	2	SRR5353490	SRS2054906	SRP102089	GSM2540412	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613479	sra	SRX2649712	other	2017-03-17	0	0	SRR5353487	SRS2054907	SRP102089	GSM2540409	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613475	sra	SRX2649716	other	2017-03-17	0	0	SRR5353491	SRS2054908	SRP102089	GSM2540413	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613472	sra	SRX2649719	other	2017-03-17	3	1	SRR5353494	SRS2054909	SRP102089	GSM2540416	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613474	sra	SRX2649717	other	2017-03-17	1	0	SRR5353492	SRS2054910	SRP102089	GSM2540414	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613470	sra	SRX2649721	other	2017-03-17	0	0	SRR5353496	SRS2054911	SRP102089	GSM2540418	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613473	sra	SRX2649718	other	2017-03-17	0	0	SRR5353493	SRS2054912	SRP102089	GSM2540415	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613471	sra	SRX2649720	other	2017-03-17	1	0	SRR5353495	SRS2054913	SRP102089	GSM2540417	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613469	sra unknown_contigs	SRX2649722	other	2017-03-17	34	14	SRR5353497	SRS2054914	SRP102089	GSM2540419	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613467	sra unknown_contigs	SRX2649724	other	2017-03-17	27	11	SRR5353499	SRS2054915	SRP102089	GSM2540421	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613468	sra unknown_contigs	SRX2649723	other	2017-03-17	88	36	SRR5353498	SRS2054916	SRP102089	GSM2540420	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613534	sra unknown_contigs	SRX2649725	other	2017-03-17	26	10	SRR5353500	SRS2054917	SRP102089	GSM2540422	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613533	sra unknown_contigs	SRX2649726	other	2017-03-17	11	4	SRR5353501	SRS2054919	SRP102089	GSM2540423	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613530	sra unknown_contigs	SRX2649727	other	2017-03-17	29	11	SRR5353502	SRS2054921	SRP102089	GSM2540424	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613529	sra unknown_contigs	SRX2649728	other	2017-03-17	65	27	SRR5353503	SRS2054918	SRP102089	GSM2540425	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613280	sra unknown_contigs	SRX2649731	other	2017-03-17	17	7	SRR5353506	SRS2054920	SRP102089	GSM2540428	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613528	sra unknown_contigs	SRX2649729	other	2017-03-17	18	7	SRR5353504	SRS2054922	SRP102089	GSM2540426	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613177	sra unknown_contigs	SRX2649730	other	2017-03-17	29	11	SRR5353505	SRS2054923	SRP102089	GSM2540427	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613532	sra unknown_contigs	SRX2649732	other	2017-03-17	23	10	SRR5353507	SRS2054924	SRP102089	GSM2540429	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613531	sra unknown_contigs	SRX2649733	other	2017-03-17	15	5	SRR5353508	SRS2054925	SRP102089	GSM2540430	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613278	sra unknown_contigs	SRX2649735	other	2017-03-17	26	10	SRR5353510	SRS2054926	SRP102089	GSM2540432	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613279	sra unknown_contigs	SRX2649734	other	2017-03-17	54	23	SRR5353509	SRS2054927	SRP102089	GSM2540431	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613277	sra unknown_contigs	SRX2649736	other	2017-03-17	32	13	SRR5353511	SRS2054928	SRP102089	GSM2540433	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613276	sra unknown_contigs	SRX2649737	other	2017-03-17	25	11	SRR5353512	SRS2054929	SRP102089	GSM2540434	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613273	sra unknown_contigs	SRX2649740	other	2017-03-17	78	33	SRR5353515	SRS2054930	SRP102089	GSM2540437	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613275	sra unknown_contigs	SRX2649738	other	2017-03-17	9	4	SRR5353513	SRS2054931	SRP102089	GSM2540435	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613274	sra unknown_contigs	SRX2649739	other	2017-03-17	26	10	SRR5353514	SRS2054932	SRP102089	GSM2540436	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613269	sra unknown_contigs	SRX2649744	other	2017-03-17	18	8	SRR5353519	SRS2054933	SRP102089	GSM2540441	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613271	sra unknown_contigs	SRX2649742	other	2017-03-17	50	21	SRR5353517	SRS2054934	SRP102089	GSM2540439	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613272	sra unknown_contigs	SRX2649741	other	2017-03-17	79	33	SRR5353516	SRS2054935	SRP102089	GSM2540438	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613266	sra unknown_contigs	SRX2649747	other	2017-03-17	38	16	SRR5353522	SRS2054936	SRP102089	GSM2540444	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613267	sra unknown_contigs	SRX2649746	other	2017-03-17	21	8	SRR5353521	SRS2054937	SRP102089	GSM2540443	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613270	sra unknown_contigs	SRX2649743	other	2017-03-17	14	6	SRR5353518	SRS2054938	SRP102089	GSM2540440	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613268	sra unknown_contigs	SRX2649745	other	2017-03-17	21	8	SRR5353520	SRS2054939	SRP102089	GSM2540442	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613264	sra unknown_contigs	SRX2649749	other	2017-03-17	118	50	SRR5353524	SRS2054940	SRP102089	GSM2540446	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613265	sra	SRX2649748	other	2017-03-17	11	4	SRR5353523	SRS2054941	SRP102089	GSM2540445	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613263	sra unknown_contigs	SRX2649750	other	2017-03-17	25	11	SRR5353525	SRS2054942	SRP102089	GSM2540447	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613262	sra unknown_contigs	SRX2649751	other	2017-03-17	30	12	SRR5353526	SRS2054943	SRP102089	GSM2540448	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613261	sra unknown_contigs	SRX2649752	other	2017-03-17	26	11	SRR5353527	SRS2054944	SRP102089	GSM2540449	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613260	sra unknown_contigs	SRX2649753	other	2017-03-17	50	21	SRR5353528	SRS2054945	SRP102089	GSM2540450	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613259	sra unknown_contigs	SRX2649754	other	2017-03-17	28	11	SRR5353529	SRS2054946	SRP102089	GSM2540451	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613258	sra unknown_contigs	SRX2649755	other	2017-03-17	20	8	SRR5353530	SRS2054947	SRP102089	GSM2540452	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613257	sra unknown_contigs	SRX2649756	other	2017-03-17	22	9	SRR5353531	SRS2054948	SRP102089	GSM2540453	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613253	sra unknown_contigs	SRX2649757	other	2017-03-17	13	5	SRR5353532	SRS2054949	SRP102089	GSM2540454	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613252	sra unknown_contigs	SRX2649758	other	2017-03-17	93	39	SRR5353533	SRS2054950	SRP102089	GSM2540455	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613176	sra unknown_contigs	SRX2649759	other	2017-03-17	18	7	SRR5353534	SRS2054951	SRP102089	GSM2540456	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613236	sra unknown_contigs	SRX2649760	other	2017-03-17	37	15	SRR5353535	SRS2054952	SRP102089	GSM2540457	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613256	sra unknown_contigs	SRX2649762	other	2017-03-17	10	4	SRR5353537	SRS2054953	SRP102089	GSM2540459	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613235	sra unknown_contigs	SRX2649761	other	2017-03-17	25	10	SRR5353536	SRS2054954	SRP102089	GSM2540458	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613255	sra unknown_contigs	SRX2649763	other	2017-03-17	33	13	SRR5353538	SRS2054955	SRP102089	GSM2540460	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613254	sra unknown_contigs	SRX2649764	other	2017-03-17	61	25	SRR5353539	SRS2054956	SRP102089	GSM2540461	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613234	sra unknown_contigs	SRX2649765	other	2017-03-17	37	15	SRR5353540	SRS2054957	SRP102089	GSM2540462	HSC	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
